text,label
i feel that i must belong i must be accepted i must be understood and so i try to make myself fit in and it doesn t work because it s not me,2
i had this nervous feeling and i said to myself relax laz the dog just looks vicious and mean it s probably just a lovable little creature,3
i suffer this kind of exhaustion i feel useless,0
i cant get myself to feel positive,1
i ordered a couple necklaces yesterday momma was feeling rich and my total cost for all was less than bones,1
i just dont like others to see my weakness and when i do let it show i feel petty or stupid because there are so many other important things in this world,3
ive had it happen and years later i feel threatened just being in the presence of some people,4
i was just years old when i first married her age was and therefore now at her current age i don t feel like that kind of chemistry and she is also least bothered about me besides giving me some cold looks,3
i did feel somewhat out of place in a crowd of eco friendly bohemians,1
i am blessed and while this is sucky i find my rest in feeling overwhelmingly thankful for the amazing life i have,1
i feel a little dumb a href http scooterm,0
im ashamed of the way i react and i feel drained joyless and indifferent sometimes,0
i feel we all girls and ladies are a bit greedy of cosmetics especially im crazy for lipstick and blushes,3
i feel offended when i dressing or just want to feel finished and confident i can t leave the house,3
